,Test Name,Test Start Time,Num of replans,Robot ID,Successful Misions,Mission1 Duration,Mission2 Duration,Mission3 Duration,Mission1 Start Time,Mission1 End Time,Mission2 Start Time,Mission2 End Time,Mission3 Start Time,Mission3 End Time
22,BRSU_Floor0,17-07-2019 12:15:53,3.0,2,3,22.167,15.365,12.251,17-07-2019 12:18:30,17-07-2019 12:18:53,17-07-2019 12:18:53,17-07-2019 12:19:08,17-07-2019 12:19:08,17-07-2019 12:19:20
23,BRSU_Floor0,17-07-2019 12:15:53,3.0,3,3,35.251,19.861,18.476,17-07-2019 12:18:30,17-07-2019 12:19:05,17-07-2019 12:19:05,17-07-2019 12:19:25,17-07-2019 12:19:25,17-07-2019 12:19:44
24,BRSU_Floor0,17-07-2019 12:15:53,3.0,4,3,44.561,20.005,11.66,17-07-2019 12:18:30,17-07-2019 12:19:14,17-07-2019 12:19:14,17-07-2019 12:19:34,17-07-2019 12:19:34,17-07-2019 12:19:46
25,BRSU_Floor0,17-07-2019 12:15:53,3.0,5,3,34.633,18.76,12.858,17-07-2019 12:18:30,17-07-2019 12:19:04,17-07-2019 12:19:04,17-07-2019 12:19:23,17-07-2019 12:19:23,17-07-2019 12:19:36
26,BRSU_Floor0,17-07-2019 12:20:34,1.0,1,3,46.732,13.616,14.474,17-07-2019 12:23:10,17-07-2019 12:23:57,17-07-2019 12:23:57,17-07-2019 12:24:10,17-07-2019 12:24:10,17-07-2019 12:24:25
27,BRSU_Floor0,17-07-2019 12:20:34,1.0,2,3,30.557,15.909,15.445,17-07-2019 12:23:11,17-07-2019 12:23:41,17-07-2019 12:23:41,17-07-2019 12:23:57,17-07-2019 12:23:57,17-07-2019 12:24:13
28,BRSU_Floor0,17-07-2019 12:20:34,1.0,3,3,24.917,15.162,13.47,17-07-2019 12:23:10,17-07-2019 12:23:35,17-07-2019 12:23:35,17-07-2019 12:23:51,17-07-2019 12:23:51,17-07-2019 12:24:04
29,BRSU_Floor0,17-07-2019 12:20:34,1.0,4,3,47.341,12.2,11.614,17-07-2019 12:23:10,17-07-2019 12:23:58,17-07-2019 12:23:58,17-07-2019 12:24:10,17-07-2019 12:24:10,17-07-2019 12:24:21
30,BRSU_Floor0,17-07-2019 12:20:34,1.0,5,3,35.613,14.162,13.559,17-07-2019 12:23:10,17-07-2019 12:23:46,17-07-2019 12:23:46,17-07-2019 12:24:00,17-07-2019 12:24:00,17-07-2019 12:24:13
31,BRSU_Floor0,17-07-2019 12:25:14,1.0,1,3,40.823,10.131,18.773,17-07-2019 12:27:50,17-07-2019 12:28:31,17-07-2019 12:28:31,17-07-2019 12:28:41,17-07-2019 12:28:41,17-07-2019 12:29:00
32,BRSU_Floor0,17-07-2019 12:25:14,1.0,2,3,46.486,15.063,12.451,17-07-2019 12:27:51,17-07-2019 12:28:38,17-07-2019 12:28:38,17-07-2019 12:28:53,17-07-2019 12:28:53,17-07-2019 12:29:05
33,BRSU_Floor0,17-07-2019 12:25:14,1.0,3,3,25.903,16.494,11.476,17-07-2019 12:27:51,17-07-2019 12:28:17,17-07-2019 12:28:17,17-07-2019 12:28:33,17-07-2019 12:28:33,17-07-2019 12:28:45
34,BRSU_Floor0,17-07-2019 12:25:14,1.0,4,3,41.779,12.896,11.557,17-07-2019 12:27:51,17-07-2019 12:28:33,17-07-2019 12:28:33,17-07-2019 12:28:46,17-07-2019 12:28:46,17-07-2019 12:28:57
35,BRSU_Floor0,17-07-2019 12:25:14,1.0,5,3,30.185,14.436,12.598,17-07-2019 12:27:51,17-07-2019 12:28:21,17-07-2019 12:28:21,17-07-2019 12:28:35,17-07-2019 12:28:35,17-07-2019 12:28:48
36,BRSU_Floor0,17-07-2019 12:29:55,0.0,1,3,53.327,10.254,14.964,17-07-2019 12:32:31,17-07-2019 12:33:24,17-07-2019 12:33:24,17-07-2019 12:33:35,17-07-2019 12:33:35,17-07-2019 12:33:50
37,BRSU_Floor0,17-07-2019 12:29:55,0.0,2,3,39.701,13.122,12.058,17-07-2019 12:32:32,17-07-2019 12:33:12,17-07-2019 12:33:12,17-07-2019 12:33:25,17-07-2019 12:33:25,17-07-2019 12:33:37
38,BRSU_Floor0,17-07-2019 12:29:55,0.0,3,3,27.525,16.912,13.405,17-07-2019 12:32:32,17-07-2019 12:32:59,17-07-2019 12:32:59,17-07-2019 12:33:16,17-07-2019 12:33:16,17-07-2019 12:33:30
39,BRSU_Floor0,17-07-2019 12:29:55,0.0,4,3,50.837,12.397,11.449,17-07-2019 12:32:32,17-07-2019 12:33:22,17-07-2019 12:33:22,17-07-2019 12:33:35,17-07-2019 12:33:35,17-07-2019 12:33:46
40,BRSU_Floor0,17-07-2019 12:29:55,0.0,5,3,31.616,12.46,15.978,17-07-2019 12:32:31,17-07-2019 12:33:03,17-07-2019 12:33:03,17-07-2019 12:33:15,17-07-2019 12:33:15,17-07-2019 12:33:31
41,BRSU_Floor0,17-07-2019 12:34:35,0.0,1,3,36.743,11.756,18.377,17-07-2019 12:37:12,17-07-2019 12:37:48,17-07-2019 12:37:48,17-07-2019 12:38:00,17-07-2019 12:38:00,17-07-2019 12:38:18
